Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Adipogenesis,5.772324e-01,1.599593e+00,0.000000e+00,1.498199e-03,1.500000e-02,38/199,12.01%,LEP;ADIPOQ;FABP4;CIDEA;LPL;ITIH5;CD36;LIPE;CAVIN2;GPX3;GPAM;ITGA7;SORBS1;ENPP2;OMD;PPARG;ANGPT1;MYLK;ACADL;CAVIN1;SPARCL1;ANGPTL4;ORM1;LAMA4;MRAP;SSPN;LIFR;C3;FZD4;COL15A1;CD302;ALDH2;PLIN2;PHLDB1;ABCA1;NABP1;ARL4A;MGLL
prerank,G2-M Checkpoint,-3.574165e-01,-1.559368e+00,0.000000e+00,2.001483e-02,1.253482e-02,91/199,21.11%,CCND1;CDC6;GINS2;E2F1;PBK;TOP2A;ESPL1;CKS2;UBE2S;TROAP;NEK2;KIF15;KIF22;MYBL2;UBE2C;CDKN3;H2AX;MAD2L1;CDK1;TPX2;CCNF;AURKB;POLA2;LMNB1;BIRC5;MCM2;CDC7;HMMR;PTTG1;KIF4A;PLK1;TRAIP;PRC1;CDC25A;CDC45;POLQ;CHAF1A;CENPE;PLK4;TACC3;KIF11;RAD54L;CENPA;CCNA2;TLE3;EXO1;H2AZ1;ORC6;JPT1;H2BC12;NSD2;NDC80;AURKA;KIF2C;DDX39A;POLE;CCNB2;NUSAP1;RACGAP1;BUB3;CENPF;MKI67;TTK;STMN1;SLC38A1;HMGB3;SLC7A5;KIF23;ODF2;KNL1;LIG3;SNRPD1;CDC20;NUMA1;DTYMK;KPNA2;SAP30;BUB1;EZH2;CHEK1;MNAT1;FBXO5;HOXC10;TMPO;CKS1B;SUV39H1;STIL;CDC25B;E2F2;SMC4;INCENP
prerank,Complement,5.597452e-01,1.550411e+00,0.000000e+00,3.876590e-03,4.300000e-02,107/200,26.26%,C9;ACTN2;KCNIP2;F2;CD36;PLG;IL6;ITIH1;DPP4;F10;KLK1;MMP8;CFH;LRP1;SERPINC1;S100A12;CR1;ZFPM2;GNG2;SERPING1;TIMP2;SERPINB2;C1S;C1R;ZEB1;C3;F3;FCN1;SERPINE1;CDH13;PLA2G4A;CD40LG;MMP13;CXCL1;CPM;FN1;CR2;MMP14;NOTCH4;PIK3CG;MAFF;F8;FYN;PIM1;APOA4;CD55;DOCK4;TNFAIP3;CASP10;ADRA2B;DUSP6;LGALS3;PLA2G7;PIK3R5;CSRP1;PLEK;GZMK;LYN;SPOCK2;L3MBTL4;CASP1;S100A9;PCSK9;LGMN;CDA;ME1;LCK;DGKG;COL4A2;PLAUR;ITGAM;ERAP2;SH2B3;LIPA;LCP2;CTSS;CASP4;DGKH;CP;OLR1;CPQ;MMP12;KYNU;DOCK10;GZMA;CTSB;CTSO;CTSL;DOCK9;WAS;ANXA5;CD59;FCER1G;C1QA;APOBEC3G;CTSV;GNB4;C1QC;JAK2;CTSC;PRSS3;HPCAL4;DYRK2;ADAM9;PLSCR1;CCL5;PDP1
prerank,Allograft Rejection,5.603706e-01,1.543471e+00,0.000000e+00,4.060460e-03,4.900000e-02,125/200,26.18%,KRT1;RPL3L;F2;IL6;CCL13;MBL2;CCND2;LIF;CCL2;NLRP3;ETS1;CD40LG;CD28;PRKCB;INHBA;TGFB2;IL16;CCL11;CCR2;F2R;TLR1;NOS2;FGR;FCGR2B;CCL19;PTPRC;IRF8;THY1;STAB1;ITK;FLNA;FAS;ELANE;BCAT1;ACVR2A;IL2;STAT4;IL10;CCL22;TLR2;KLRD1;CCR1;CD3G;SRGN;IL18RAP;LY75;SOCS5;LYN;CD3E;SIT1;IRF4;CD4;FYB1;TLR3;IFNGR1;CRTAM;CD96;IL2RA;IL7;ITGB2;CFP;LCK;CD1D;TLR6;CD247;IL1B;IL13;HLA-DOA;HCLS1;IL12B;NCF4;ZAP70;HLA-E;IL4R;CD2;CD79A;LCP2;ST8SIA4;PF4;CTSS;CD86;CD40;CD3D;IL12A;ICAM1;TRAT1;GPR65;CCR5;LY86;CCL4;MAP4K1;CCL7;HLA-DOB;CD80;HDAC9;IFNAR2;HLA-DMB;GZMA;CD8B;IL11;IGSF6;NCR1;IL2RG;MMP9;PRF1;WAS;CXCR3;SPI1;EREG;GALNT1;IL12RB1;TGFB1;HLA-DRA;HLA-DQA1;GBP2;INHBB;HLA-DMA;CSF1;CD7;HIF1A;JAK2;IL15;NCK1;CD8A;CCL5
prerank,Hypoxia,5.514300e-01,1.522078e+00,0.000000e+00,4.705282e-03,6.200000e-02,76/199,19.81%,LALBA;PYGM;PCK1;IL6;CAV1;HAS1;IGFBP1;TKTL1;ENO3;DCN;CCN5;B4GALNT2;SRPX;AKAP12;FOS;CCN1;ATF3;CCN2;ZFP36;CAVIN1;ANGPTL4;LOX;DUSP1;PKP1;CHST3;S100A4;F3;SLC2A3;PRKCA;SERPINE1;ADM;PPARGC1A;ETS1;COL5A1;KLF6;EDN2;CDKN1C;NR3C1;ALDOB;RRAGD;SLC2A5;PLIN2;TGFBI;PLAC8;MAFF;PIM1;BGN;JUN;PPP1R15A;KLF7;RORA;VLDLR;TMEM45A;TNFAIP3;NFIL3;CAVIN3;PAM;IGFBP3;ADORA2B;ALDOC;ACKR3;PFKFB3;PGF;UGP2;PLAUR;ERRFI1;HMOX1;TES;TIPARP;SLC6A6;CSRP2;GBE1;PNRC1;PGM1;TGFB3;CP
prerank,Apical Junction,5.502630e-01,1.512338e+00,0.000000e+00,5.186074e-03,7.500000e-02,100/199,26.68%,ACTA1;ACTN3;NRAP;ACTN2;CLDN19;DSC1;CADM3;ADAMTS5;FLNC;COL17A1;CD209;CLDN18;ACTG2;CALB2;CLDN11;CLDN5;CLDN8;FBN1;NEXN;CX3CL1;MMP2;SLIT2;CNTN1;COL9A1;VWF;NECTIN3;CD34;JAM3;PECAM1;VCAN;DSC3;ADAM23;GNAI1;AKT3;LAYN;EPB41L2;CDH8;MYL9;CDH11;COL16A1;ICAM2;LAMC2;TGFBI;SIRPA;PTPRC;THY1;NRXN2;ITGA9;MPZL2;SKAP2;LAMB3;PARVA;MSN;BMP1;CD99;CNN2;ITGB1;CDH3;CLDN14;SPEG;FYB1;FSCN1;MAP3K20;ICAM5;TNFRSF11B;SGCE;VCL;ALOX15B;TRO;CDH6;ITGB4;CD86;ACTN1;ICAM1;CERCAM;NLGN3;RSU1;ZYX;TSPAN4;NEGR1;TRAF1;MMP9;ITGA10;LIMA1;TJP1;MYH9;ARHGEF6;ACTC1;NECTIN1;RAC2;CD274;CLDN15;SYK;PTEN;ADAM9;PARD6G;ARPC2;SDC3;MAPK11;RRAS
prerank,Xenobiotic Metabolism,5.420574e-01,1.498300e+00,0.000000e+00,6.019550e-03,9.400000e-02,60/198,16.61%,CRP;FABP1;RBP4;CD36;PLG;ABCD2;G6PC;TYR;ATOH8;IGFBP1;PDK4;ITIH1;CDO1;ADH1C;XDH;CES1;IGF1;ARG1;AKR1C2;F10;ABCC2;ALDH3A1;HSD11B1;PROS1;MBL2;FMO1;PTGDS;HSD17B2;AKR1C3;HRG;CYP1A1;FETUB;FBLN1;MAOA;SERPINE1;GCKR;CCL25;NDRG2;AQP9;VNN1;AOX1;ETS2;ALDH2;TGFB2;ANGPTL3;CYP1A2;IRF8;EPHA2;TPST1;GABARAPL1;FAS;CYP26A1;BCAT1;IL1R1;CAT;SLC12A4;ENPEP;LCAT;CYP2C18;CDA
prerank,TGF-beta Signaling,5.796267e-01,1.481304e+00,5.422993e-03,7.359904e-03,1.240000e-01,31/54,31.46%,LEFTY2;BMP2;LTBP2;SERPINE1;ID1;CDKN1C;WWTR1;PPP1R15A;SPTBN1;ID3;KLF10;JUNB;TGFBR1;ENG;ACVR1;PMEPA1;BMPR2;THBS1;SMAD6;TJP1;SKI;TGFB1;SMAD1;APC;BMPR1A;CTNNB1;IFNGR2;SMURF2;FKBP1A;SMAD7;SMURF1
prerank,IL-6/JAK/STAT3 Signaling,5.567664e-01,1.467618e+00,3.099174e-03,8.058673e-03,1.440000e-01,52/87,28.75%,CD36;IL6;LEPR;CXCL3;SOCS3;CNTFR;A2M;IL18R1;CXCL1;ACVRL1;CSF2;PIM1;TNFRSF1B;CD14;JUN;ITGB3;FAS;PDGFC;CSF2RA;IL1R1;TLR2;TNFRSF21;CCR1;PIK3R5;IL15RA;OSMR;IFNGR1;IL2RA;IL7;CRLF2;IL1B;PLA2G2A;ITGA4;IL4R;HMOX1;PF4;IL3RA;CCL7;IL2RG;CBL;CSF2RB;CD38;IL12RB1;TGFB1;CSF1;MAP3K8;STAT2;EBI3;TNFRSF1A;IFNAR1;IL17RA;CXCL11
prerank,Fatty Acid Metabolism,5.269705e-01,1.443137e+00,0.000000e+00,1.219490e-02,2.140000e-01,26/157,12.73%,FABP1;GPD1;CA4;CIDEA;AQP7;CEL;CD36;G0S2;AOC3;ADH1C;ENO3;INMT;ALDH3A1;ALDH1A1;ACADL;FMO1;ACSL1;CYP1A1;ACSL4;MAOA;VNN1;ACSM3;HSD17B11;MGLL;PPARA;GABARAPL1
prerank,IL-2/STAT5 Signaling,5.237514e-01,1.442061e+00,0.000000e+00,1.165786e-02,2.160000e-01,103/199,29.27%,PENK;ITIH5;ENO3;SELP;IL1RL1;NT5E;SERPINC1;PLAGL1;SHE;EMP1;BMP2;PTH1R;ABCB1;SCN9A;CCND2;LIF;SLC2A3;NRP1;CAPN3;PRNP;PLPP1;FGL2;CCR4;IL18R1;KLF6;F2RL2;CDKN1C;TNFRSF8;COL6A1;RRAGD;PLIN2;CD79B;LRRC8C;GLIPR2;CSF2;IRF8;ARL4A;MAFF;SYT11;TLR7;PIM1;TNFRSF1B;GABARAPL1;SH3BGRL2;RORA;IL10RA;MYO1E;RGS16;SPP1;IL10;TNFRSF21;BATF3;NFIL3;ADAM19;AHNAK;WLS;EOMES;IRF4;CST7;IFNGR1;IL2RA;CD48;CTLA4;ICOS;IL13;GUCY1B1;ITGAV;IL4R;SOCS2;CD86;PTCH1;GPR65;BMPR2;CD83;IL3RA;TNFRSF9;AHR;SWAP70;ITGA6;GADD45B;TRAF1;PRKCH;HOPX;IGF2R;NDRG1;NCS1;CSF1;MAP3K8;DENND5A;SPRY4;S100A1;IKZF2;PLSCR1;GATA1;SNX9;FLT3LG;PHLDA1;TNFRSF4;CCND3;ANXA4;CTSZ;TWSG1;DHRS3
prerank,Bile Acid Metabolism,5.277686e-01,1.423349e+00,5.181347e-03,1.503620e-02,2.840000e-01,27/112,11.51%,GC;AGXT;ABCA8;ABCA9;LIPE;ABCD2;HAO1;ABCA6;APOA1;NR1H4;ALDH1A1;BMP6;AKR1D1;BBOX1;CH25H;CYP8B1;DIO2;ACSL1;CYP39A1;CYP7B1;RXRG;NR3C2;AQP9;CYP7A1;ABCA1;SULT1B1;HSD17B11
prerank,Estrogen Response Early,-3.183741e-01,-1.411660e+00,0.000000e+00,5.504077e-02,4.456825e-02,84/200,14.99%,SLC27A2;MSMB;TFF3;TFF1;RET;STC2;ADCY1;KCNK15;SEMA3B;ELOVL2;CCND1;PDZK1;ABCA3;SLC9A3R1;GFRA1;SLC39A6;SIAH2;RARA;MAPT;GJA1;KDM4B;ANXA9;MYB;DHRS2;KRT18;THSD4;SULT2B1;MLPH;ABAT;CA12;RAPGEFL1;SYBU;PGR;KRT19;RETREG1;REEP1;ASB13;CELSR2;SLC7A2;CALCR;SLC19A2;FKBP4;XBP1;RBBP8;TJP3;UGCG;MYBL1;NPY1R;GREB1;CANT1;IL17RB;MED24;PMAIP1;PTGES;RAB17;SEC14L2;KRT8;RASGRP1;TTC39A;BAG1;RHOD;OVOL2;CLDN7;SLC1A4;CBFA2T3;SLC22A5;ITPK1;BLVRB;MINDY1;ARL3;TBC1D30;SLC1A1;BCL2;AMFR;CELSR1;TPBG;FLNB;NADSYN1;CHPT1;GLA;TGIF2;MREG;ESRP2;OLFM1
prerank,Interferon Gamma Response,5.113431e-01,1.404787e+00,1.006036e-03,1.870876e-02,3.560000e-01,107/200,33.90%,IL6;PTGS2;SELP;CFH;SERPING1;SOCS3;C1S;SSPN;C1R;P2RY14;CCL2;GBP6;BANK1;PLA2G4A;FGL2;ARID5B;LATS2;CD69;TXNIP;IRF8;ARL4A;TNFAIP6;CMKLR1;PIM1;FPR1;PELI1;METTL7B;FAS;IL10RA;STAT4;TNFAIP3;IL15RA;IRF4;CASP1;KLRK1;IL7;SOD2;MX2;GPR18;VAMP5;UPP1;IL4R;NOD1;APOL6;LCP2;ST8SIA4;CD86;CD40;CASP4;ICAM1;RSAD2;EPSTI1;NAMPT;MARCHF1;CCL7;XCL1;SAMHD1;IFNAR2;GZMA;CIITA;CSF2RB;CDKN1A;CD38;HLA-DQA1;IFIT2;HLA-DMA;ST3GAL5;PML;SAMD9L;PDE4B;CD274;HIF1A;JAK2;NLRC5;XAF1;IL15;HLA-DRB1;ITGB7;MT2A;STAT2;PLSCR1;CCL5;IFI44L;B2M;NMI;SLAMF7;IL18BP;ZBP1;BTG1;CXCL11;IFI30;RTP4;LY6E;IFI44;CD74;NCOA3;FCGR1A;STAT3;EIF4E3;PFKP;HERC6;OAS2;IFIT3;NFKB1;CXCL9;SPPL2A;IFIH1
prerank,Apoptosis,5.084507e-01,1.391693e+00,4.028197e-03,2.167038e-02,4.150000e-01,61/161,23.70%,F2;GPX3;IL6;CAV1;DCN;IGFBP6;ANXA1;ATF3;MMP2;GSN;EMP1;EGR3;BMP2;LUM;FEZ1;TIMP2;IL1A;HGF;CCND2;TGFBR3;PLPPR4;PDGFRB;AVPR1A;CD69;TXNIP;DPYD;TGFB2;F2R;NEDD9;TIMP3;BGN;CD14;JUN;FAS;ANKH;LGALS3;CASP1;IFNGR1;SOD2;IL1B;CFLAR;CD2;HMOX1;SATB1;PLCB2;CASP4;APP;BIRC3;BCL2L10;BTG3;GADD45B;SC5D;PRF1;NEFH;CDKN1A;EREG;CD38;IGF2R;MCL1;CYLD;RETSAT
prerank,KRAS Signaling Dn,5.002196e-01,1.389856e+00,1.003009e-03,2.129826e-02,4.240000e-01,78/199,23.68%,KRT1;CKM;MYH7;MYOT;NOS1;KLK8;KLK7;SMPX;AMBN;SPRR3;PTGFR;SLC16A7;SCGB1A1;ITIH3;KRT4;LGALS7;FGF16;RYR1;ZBTB16;PAX3;KRT5;CLDN16;EDN1;CLDN8;KCNMB1;CPA2;TGM1;PKP1;SERPINB2;CYP39A1;SOX10;KRT13;SYNPO;SGK1;KRT15;TCL1A;TENM2;EDAR;COPZ2;SHOX2;CNTFR;CD40LG;TGFB2;SLC6A14;EDN2;PRKN;ATP4A;OXT;NPY4R;TSHB;KLHDC8A;ABCB11;EPHA5;SELENOP;DLK2;CALML5;HTR1B;TCF7L1;NRIP2;IL12B;DCC;CAMK1D;TFCP2L1;RSAD2;KCND1;P2RY4;SERPINA10;CCR8;CD80;THRB;ITGB1BP2;ABCG4;NUDT11;PRODH;PLAG1;ACTC1;EGF;CHST2
prerank,Myc Targets V2,-3.786040e-01,-1.380270e+00,1.449275e-02,5.604151e-02,5.710306e-02,34/58,27.89%,TMEM97;SORD;PLK1;PLK4;DCTPP1;IPO4;SLC19A1;HSPE1;NOC4L;MCM4;FARSA;UNG;EXOSC5;CBX3;HK2;PUS1;PPAN;PHB;SLC29A2;HSPD1;LAS1L;RRP12;RRP9;PRMT3;TBRG4;RABEPK;PA2G4;NOP16;NOP56;WDR74;AIMP2;TFB2M;NOP2;GRWD1
prerank,Notch Signaling,5.592132e-01,1.332285e+00,7.398844e-02,4.323607e-02,6.970000e-01,15/32,21.16%,MAML2;DTX1;WNT2;PRKCA;ST3GAL6;TCF7L2;DLL1;FZD7;NOTCH1;NOTCH2;DTX4;JAG1;FZD1;WNT5A;HEYL
prerank,Apical Surface,5.249855e-01,1.289091e+00,1.067107e-01,7.184333e-02,8.650000e-01,18/44,21.70%,SLC2A4;RHCG;SLC22A12;MAL;SRPX;CX3CL1;GAS1;PKHD1;THY1;LYN;GHRL;PCSK9;PLAUR;DCBLD2;APP;EFNA5;ATP6V0A4;IL2RG
prerank,p53 Pathway,4.570797e-01,1.243946e+00,4.618474e-02,1.167696e-01,9.620000e-01,86/199,30.44%,KLK8;TNNI1;CLCA2;TP63;ZBTB16;FOS;KLF4;ATF3;KRT17;BMP2;PTPN14;IL1A;CCND2;S100A4;LIF;CDH13;HBEGF;SERPINB5;CEBPA;TXNIP;CDKN2B;RRAD;TGFA;TNFSF9;F2R;TCN2;PLK3;EPHA2;JUN;PPP1R15A;ZMAT3;FAS;RGS16;SPHK1;PDGFA;CASP1;ZFP36L1;TCHH;NOTCH1;PERP;PROCR;ALOX15B;UPP1;SDC1;S100A10;HMOX1;CD82;ITGB4;DGKA;APP;PTPRE;VWA5A;TSC22D1;FBXW7;CDKN1A;GPX2;TGFB1;RAP2B;SFN;PHLDA3;RETSAT;NDRG1;INHBB;GM2A;DRAM1;VDR;GADD45A;SESN1;SAT1;FOXO3;STOM;ZNF365;STEAP3;TM4SF1;BTG2;BTG1;CCND3;PRMT2;TSPYL2;ERCC5;RNF19B;IFI30;ADA;RB1;TPD52L1;TAX1BP3
prerank,Cholesterol Homeostasis,4.683743e-01,1.223275e+00,1.499472e-01,1.425522e-01,9.810000e-01,22/74,22.29%,LPL;ADH4;PPARG;ATF3;FABP5;ANTXR2;GNAI1;AVPR1A;ANXA13;NFIL3;LGALS3;GPX8;ALDOC;LGMN;PLAUR;ERRFI1;JAG1;PNRC1;STARD4;SC5D;ANXA5;ACSS2
